序号,高校名称,城市,院校档次,办学性质,软科排名,就业中心-官网,就业中心-公众号,就业中心-邮箱,就业中心-电话,研究生院-官网,研究生院-公众号,研究生院-邮箱,研究生院-电话,国际处-官网,国际处-公众号,国际处-邮箱,国际处-电话,备注
56,北京外国语大学,,211,公办,,https://jyzd.bfsu.edu.cn/,,jyzd@bfsu.edu.cn,010-88816211,https://graduate.bfsu.edu.cn/,,,,http://global.bfsu.edu.cn/ar/,,,,
57,北京工业大学,,211,公办,,http://admissions.bjut.edu.cn/,,,010-67391609,https://www.bjut.edu.cn/jyjx/yjsjy1.htm,,,0402430086; 010000000606,https://www.bjut.edu.cn/hzjl/gjjlgk1.htm,,,0402430086; 010000000606,
58,北京林业大学,,211,公办,,http://job.bjfu.edu.cn,,,,http://graduate.bjfu.edu.cn/,,,,http://international.bjfu.edu.cn/,,gjc@bjfu.edu.cn,010-62338095,
59,北京科技大学,,211,公办,,https://www.ustb.edu.cn/zsjy/index.htm,,,0402430062,http://yzxc.ustb.edu.cn/,,,0402430062,https://www.ustb.edu.cn/hzjl/index.htm,,,0402430062,
60,北京邮电大学,,211,公办,,,,,,,,,,,,,,官网不可达：requests失败
61,华东理工大学,,211,公办,,https://www.ecust.edu.cn/585/list.htm,,,009102000037,http://gschool.ecust.edu.cn/,,,15710144202,http://kjc.ecust.edu.cn/8373/list.htm,,,021-64252925（,
62,华中农业大学,,211,公办,,https://www.hzau.edu.cn/zsjy/bkszs.htm,,,02787280707; 027-87282027,https://www.hzau.edu.cn/jyjx/yjsjy.htm,,,027-87282027,https://fao.hzau.edu.cn/,,fao@mail.hzau.edu.cn,027-87287573; 027-87281181; 027-87285091---,
63,华中师范大学,,211,公办,,https://www.ccnu.edu.cn/zsjy/bysjy.htm,,,027-67868046; 027-67867020; 011102000286,https://www.ccnu.edu.cn/rcpy/yjsjy.htm,,,027-67866926,,,,,
64,华北电力大学,,211,公办,,https://www.ncepu.edu.cn/zsjy/index.htm,,,0402430080,https://yjsy.ncepu.edu.cn/,,,,https://www.ncepu.edu.cn/gjjl/index.htm,,,0402430080,
65,南京农业大学,,211,公办,,http://njau.91job.org.cn/,,,,http://grasch.njau.edu.cn,,,,http://foreign.njau.edu.cn/,,,025-84395755; 025-84396722,
66,南京师范大学,,211,公办,,,,,,,,,,,,,,官网不可达：requests失败
67,南京理工大学,,211,公办,,,,,,,,,,,,,,官网不可达：requests失败
68,南京航空航天大学,,211,公办,,https://nuaa.91job.org.cn/,,,,http://www.graduate.nuaa.edu.cn/,,,,,,,,
69,南昌大学,,211,公办,,https://www.ncu.edu.cn/zsjy.htm,,,010802000198,https://www.ncu.edu.cn/rcpy/yjsjy.htm,,,010802000198,https://www.ncu.edu.cn/hzjl1/gjhz.htm,,,010802000198,
70,合肥工业大学,,211,公办,,http://bkzs.hfut.edu.cn/,,length-1,,http://yjsy.hfut.edu.cn/,,,,http://international.hfut.edu.cn/,,,,
71,四川农业大学,,211,公办,,https://job.sicau.edu.cn/,川农就业系统小程序,job2501@163.com; scndjy@163.com; djyjiuye@163.com,0835-2882800（; 0835-2882800; 028-86290666,https://yan.sicau.edu.cn/,,,,http://ghc.sicau.edu.cn/,,aumdwsb@sicau.edu.cn,0835-2882280; 028-86293990,
72,天津医科大学,,211,公办,,,,,,,,,,,,,,官网不可达：requests失败
73,太原理工大学,,211,公办,,https://www.tyut.edu.cn/zsjy.htm,,English; tyutxcb@tyut.edu.cn,14010902001,http://www.gs.tyut.edu.cn/,,tyutgs@tyut.edu.cn,14010902001,https://www.tyut.edu.cn/hzjl/gjhz2.htm,,English; tyutxcb@tyut.edu.cn,14010902001,
74,宁夏大学,,211,公办,,https://www.nxu.edu.cn/zsjy.htm,,,0951-2077800,http://graduate.nxu.edu.cn/,,,,,,,,
75,安徽大学,,211,公办,,,,,,,,,,,,,,官网不可达：requests失败
76,对外经济贸易大学,,211,公办,,https://www.uibe.edu.cn/zsjy/index.htm,,,,https://yjsy.uibe.edu.cn/,,,,https://www.uibe.edu.cn/gjjl/index.htm,,,,
77,广西大学,,211,公办,,https://www.gxu.edu.cn/zsjy1.htm,,webmaster@gxu.edu.cn,010702000001; 000000040700,http://yjsc.gxu.edu.cn/,,yjsy@gxu.edu.cn,0771-3237012; 0771-3231243; 0771-3232827,,,,,
78,新疆大学,,211,公办,,https://www.xju.edu.cn/<span style='color:red;font-size:9pt'>转换链接错误</span>,,,,https://www.xju.edu.cn/rcpy1/yjsjy.htm,,,,https://www.xju.edu.cn/hzjl/gjjl.htm,,,,
79,武汉理工大学,,211,公办,,https://www.whut.edu.cn/zhaoshengjiuye/,,English,027-87859017; 027-87651413; 027-87880058,https://www.whut.edu.cn/rencaipeiyang/yjsjy/,,,,http://sie.whut.edu.cn/zsxxw/,,gjzs@whut.edu.cn; gjzhb@whut.edu.cn,027-87854572,
80,江南大学,,211,公办,,http://jiangnan.91job.org.cn,,,,http://gs.jiangnan.edu.cn/,官方微博,yjsy@jiangnan.edu.cn,0510-85913652（,http://guojiaochu.jiangnan.edu.cn/,,gjch@jiangnan.edu.cn,,
81,河北工业大学,,211,公办,,http://career.hebut.edu.cn,,,,https://yjs.hebut.edu.cn,河北工业大学,,,https://io.hebut.edu.cn/,,,022--60204053,
82,河海大学,,211,公办,,https://www.hhu.edu.cn/zsjy/list.htm,,,010602011857,http://gs.hhu.edu.cn/,,,,http://gjhzc.hhu.edu.cn/,,gjhzc@hhu.edu.cn,025-83772107,
83,海南大学,,211,公办,,https://www.hainanu.edu.cn/zsjy.htm,,,010802000692,https://ha.hainanu.edu.cn/gs/,,,,https://www.hainanu.edu.cn/gjhz.htm,,,010802000692,
84,湖南师范大学,,211,公办,,http://zsjy.hunnu.edu.cn/,,,0648569883; 071451831580; 037237159775,https://yjsy.hunnu.edu.cn,,yjsynews@hunnu.edu.cn,,,,,,
85,石河子大学,,211,公办,,,,,,,,,,,,,,官网不可达：requests失败
86,福州大学,,211,公办,,,,,,https://www.fzu.edu.cn/system/resource/link.jsp?bmmc=yjsjy&type=w,,,,https://www.fzu.edu.cn/system/resource/link.jsp?bmmc=zsks&type=w,,,,
87,第二军医大学,,211,公办,,,,,,,,,,,,,,官网不可达：官网未知
88,第四军医大学,,211,公办,,,,,,,,,,,,,,官网不可达：官网未知
89,苏州大学,,211,公办,,https://www.suda.edu.cn/enroll_job/?id=1#bk,,zsb@suda.edu.cn; sdyzb@suda.edu.cn,0512-67507943; 0512-67507941; 0512-65227655,https://www.suda.edu.cn/education_teaching/jyjx.jsp#yjs,,,050802010530,https://www.suda.edu.cn/enroll_job/?id=5#gaot,,zsb@suda.edu.cn; sdyzb@suda.edu.cn,0512-67507943; 0512-67507941; 0512-65227655,
90,西北大学,,211,公办,,https://jczx.nwu.edu.cn/,,jiuye@nwu.edu.cn,029-88302514; 029-88303867,https://yjs.nwu.edu.cn/index.htm,研究生院,,029-88308162,https://gj.nwu.edu.cn/index.htm,,,029-88303511,
91,西南交通大学,,211,公办,,https://www.swjtu.edu.cn/zsjy.htm,,zszx@swjtu.edu.cn; yzb@home.swjtu.edu.cn; cjzs@swjtu.edu.cn,028-87600332; 028-87634132,https://yz.swjtu.edu.cn/web/index.html,,,028-66366757; 028-66366756; 028-66367138,https://fad.swjtu.edu.cn/,,,,
92,西南大学,,211,公办,,https://swu.cqbys.com/,,,,http://yjsyygb.swu.edu.cn/,,yanzong209@swu.edu.cn; zljdxxk@swu.edu.cn,,https://gjc.swu.edu.cn/,,,,
93,西南财经大学,,211,公办,,https://www.swufe.edu.cn/zsjy.htm,,webmaster@swufe.edu.cn,010502010087,https://graduate.swufe.edu.cn/,,yjsy@swufe.edu.cn,（028）87092032; 028-87092482,http://international.swufe.edu.cn/,,international@swufe.edu.cn,028-87355437,
94,西安电子科技大学,,211,公办,,https://www.xidian.edu.cn/zsjy.htm,,zsb@mail.xidian.edu.cn; sie@xidian.edu.cn; xdmba@mail.xidian.edu.cn,029-88202335; 029-81891244; +86-29-81891161,https://www.xidian.edu.cn/jyjx.htm#C,,,029-88201000,https://oice.xidian.edu.cn/,,fao@xidian.edu.cn,029-81891022,
95,西藏大学,,211,公办,,,,,,,,,,,,,,官网不可达：requests失败
96,贵州大学,,211,公办,,https://www.gzu.edu.cn/70/list.htm,,,0851-88292178,https://gs.gzu.edu.cn/zsgz/list.htm,,,,,,,,
97,郑州大学,,211,公办,,https://www.zzu.edu.cn/zsjy.htm,郑州大学-微信,function,019702002177,http://gs.zzu.edu.cn/,,,,http://international.zzu.edu.cn/en/course?cid=4&pid=4,,,,
98,长安大学,,211,公办,,javascriot:;,,,,https://graduate.chd.edu.cn/,版权,,,https://www.chd.edu.cn/info/2181/576691.htm,,,,
99,陕西师范大学,,211,公办,,http://job.snnu.edu.cn/,,jyzx@snnu.edu.cn,029-85310325; 032685310466; 029-85310327,http://newyjs.snnu.edu.cn/,,,029-85318713,http://zsb.snnu.edu.cn/zsxx/zsjh/qtlzs/gatzs.htm,,jwzb@snnu.edu.cn,029-85310330,
100,青海大学,,211,公办,,https://www.qhu.edu.cn/zsjy/index.htm,,,010502000029,https://www.qhu.edu.cn/jxjy/yjsjy/index.htm,,,,http://wsb1.qhu.edu.cn/,,,,
101,上海中医药大学,,双一流,公办,,https://jy.shutcm.edu.cn/,,,17875834001,http://yjsy.shutcm.edu.cn,,,,https://gjc.shutcm.edu.cn/,,,021-5132222,
102,上海体育学院,,双一流,公办,,,,,,,,,,,,,,官网不可达：官网未知
103,上海海洋大学,,双一流,公办,,https://jcxt.shou.edu.cn/,,,,http://yjs.shou.edu.cn/13946/list.htm,,,,http://ieo.shou.edu.cn/,,ieo@shou.edu.cn,021-61900280,
104,上海科技大学,,双一流,公办,,https://career.shanghaitech.edu.cn/,,,18120716234; 032613120834; 032613131827,,,,,http://oia.shanghaitech.edu.cn/,,,011502006855,
105,上海音乐学院,,双一流,公办,,,,,,,,,,,,,,官网不可达：官网未知
106,中国人民公安大学,,双一流,公办,,https://www.ppsuc.edu.cn/zsjy.htm,,gadx@ppsuc.edu.cn,,https://yzb.ppsuc.edu.cn/,,yzb@ppsuc.edu.cn,,https://www.ppsuc.edu.cn/dwjl.htm,,gadx@ppsuc.edu.cn,,
107,中国科学院大学,,双一流,公办,,https://www.ucas.ac.cn/zsjy/index.htm,,,010702001635,https://www.ucas.ac.cn/jyjx/yjsjy/index.htm,,,010702001635,https://www.ucas.ac.cn/jyjx/gjhzpy/index.htm,,,010702001635,
108,中国音乐学院,,双一流,公办,,,,,,http://yjsy.ccmusic.edu.cn/zsgz/ssyjszs/index.htm,,,010-64887561,https://www.ccmusic.edu.cn/hzjl/gwjl/index.htm,,,010-64887561,
109,中央戏剧学院,,双一流,公办,,,,,,,,,,,,,,
110,中央美术学院,,双一流,公办,,https://jy.cafa.edu.cn,,,,https://www.cafa.edu.cn/sp/2022clinks/?cs=1201,,,,,,,,
111,北京协和医学院,,双一流,公办,,https://www.pumc.edu.cn/jyjx/zsjy/index.htm,,,040202450060,http://graduate.pumc.edu.cn/,北京协和医学院研究生院,,,https://www.pumc.edu.cn/gjhz/hzjl_gjjl/index.htm,,,,
112,南京中医药大学,,双一流,公办,,https://njucm.91job.org.cn/sub-station/home/10315,,,,http://gra.njucm.edu.cn/,,,,http://ice.njucm.edu.cn/,,,,
113,南京信息工程大学,,双一流,公办,,https://www.nuist.edu.cn/zsjy.htm,,xb@nuist.edu.cn,86-25-58731101,https://yjs.nuist.edu.cn/,Copyright,yjs@nuist.edu.cn,,http://ico.nuist.edu.cn/,,,,
114,南京医科大学,,双一流,公办,,http://njmu.91job.org.cn/,,,,http://yjsy.njmu.edu.cn/,,,,http://ice.njmu.edu.cn/,,gjb@njmu.edu.cn,86868138,
115,南京林业大学,,双一流,公办,,http://njfu.91job.org.cn/,,,,https://gsnfu.njfu.edu.cn/,,,,https://ghc.njfu.edu.cn/,,,,
116,南京邮电大学,,双一流,公办,,https://www.njupt.edu.cn/46/list.htm,,njupt@njupt.edu.cn,（86）-25-85866888,http://yzb.njupt.edu.cn/,,yzb@njupt.edu.cn,025-83492350,http://overseas.njupt.edu.cn/,,sj-coe@njupt.edu.cn; coe@njupt.edu.cn,025-85866713; 025-85866199,
117,外交学院,,双一流,公办,,,,,,https://yjsb.cfau.edu.cn/,,,,https://wjxx.cfau.edu.cn/,,,,
118,天津中医药大学,,双一流,公办,,https://jiuye.tjutcm.edu.cn/,,,022-59596207,https://yjsy.tjutcm.edu.cn/,,,13472365958,https://iec.tjutcm.edu.cn/,,tutcm@hotmail.com,86-22-59596555,
119,天津工业大学,,双一流,公办,,,,,,,,,,,,,,官网不可达：requests失败
120,宁波大学,,双一流,公办,,https://ndjy.nbu.edu.cn/,,byb@nbu.edu.cn,0574-87600228,https://graduate.nbu.edu.cn/,,,0574-87609123,https://tzb.nbu.edu.cn/gatgz.htm,,,,
121,山西大学,,双一流,公办,,https://www.sxu.edu.cn/zty/zsjy/index.html,,@sxu.edu.cn; @email.sxu.edu.cn,0351-7010255,http://yjszsw.sxu.edu.cn/,,,0351-7010322,http://siee.sxu.edu.cn/zsxx/,,,0351-7011934,
122,成都中医药大学,,双一流,公办,,https://zyd.cdutcm.edu.cn/zsjy,成中医微学工,cdutcmzsxc@163.com,028-61800090,https://zyd.cdutcm.edu.cn/yjs,,,82713803; 82717572; 82716812,,,,,
123,成都理工大学,,双一流,公办,,,,,,,,,,,,,,官网不可达：requests失败
124,河南大学,,双一流,公办,,https://www.henu.edu.cn/zsjy.htm,,,,https://grs.henu.edu.cn/,Copyright,yjsy@henu.edu.cn,,https://www.henu.edu.cn/gjjl.htm,,,,
125,湘潭大学,,双一流,公办,,https://www.xtu.edu.cn/zsjy.htm,,zsk@xtu.edu.cn,0731-58293807,https://www.xtu.edu.cn/jyjx/yjsjyjx.htm,,,030202001058,https://www.xtu.edu.cn/hzjl/gjhz.htm,,,030202001058,
126,西南石油大学,,双一流,公办,,http://jyzx.swpu.edu.cn/,投递简历时选择,swpu_jyjb@163.com; swpu_jyzx@163.com,028-83035257; 028-83037077,https://www.swpu.edu.cn/gs/,,,,https://www.swpu.edu.cn/oice/,,oiaswpu@163.com,028-83032848; 028-83032453; 028-83032815,
127,首都师范大学,,双一流,公办,,https://www.cnu.edu.cn/zsjy/index.htm,,info@cnu.edu.cn,0402430068,https://www.cnu.edu.cn/jyjx/index.htm?mao=b02,,info@cnu.edu.cn,0402430068,https://www.cnu.edu.cn/hzjl/index.htm?mao=b01,,info@cnu.edu.cn,0402430068,
